"","id","respdate","endtime","qA1","qA2","qA3a","qA3b","qA4","qA5","qA6","qA7","qA8","nq15","q66","q67_1","q67_2","q67_3","q67_4","q67_5","q67_6","q67_7","q67_8","q68","q69_1","q69_2","q69_3","q69_4","q69_5","q69_6","q69_7","q69_8","q70","q71_1","q71_2","q71_3","q71_4","q71_5","q71_6","q71_7","q71_8","q72","q73_1","q73_2","q73_3","q73_4","q73_5","q73_6","q73_7","q73_8","q74","q81_1","q81_2","q81_3","q81_4","q81_5","q81_6","q81_7","q81_8","q82","q84a_1","q84a_2","q84a_3","q84a_4","q84a_5","q84a_6","q84a_7","q84a_8","q84b","q75_1","q75_2","q75_3","q75_4","q75_5","q75_6","q75_7","q75_8","q76","q77_1","q77_2","q77_3","q77_4","q77_5","q77_6","q77_7","q77_8","q78","q83_1","q83_2","q83_3","q83_4","q83_5","q83_6","q83_7","q83_8","q84","q85","q86_1","q86_2","q86_3","q86_5","q86_6","q86_7","q86_8","q86_9","q86_10","q86_11","q87","q88","q89","q90","q91","q92","q92a","q92b","q92c","q92d","Impprobgb","qB1","qB2","qB3","qB4","qB5","qB6","qB7","qB8","qB9","qB10","qB11","qB12","qB13","qB14","qB15","qB16","qB17","qC1","qC2","qC3","qC4","qC5","qC6","qC7","qC8","qC9","qC10","qC11","qC12","qC13","qC14","qC15","qC16","qC17","qC18","qD1","qD2","qD3","qD4","qD5","qD6","qD7","qD8","qD8a","qD8b","qD8c","qD8d","qD9","qD9a","qD9b","qD9c","qD9d","qD10","qD11","qD12","qD13","qD14","profile_bpcage","profile_gender","profile_socialgrade_old","profile_newspaper_readership","W8","W8vote","filter_$"
"23",23,2010-05-07,2010-05-07 12:52:52,1,1,3,"__NA__",3,5,"I am impressed with the work that the MP has done in the past to represent our constituency.",NA,"__NA__",10,2,2,2,1,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,1,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","The economy",3,"__NA__","The economy",3,"__NA__",4,2,6,5,5,3,4,3,5,5,5,7,5,10,2,5,3,10,2,9,7,6,6,5,11,4,7,5,1,3,"__NA__",3,"__NA__",3,2,2,1,1,1,1,2,1,3,2,3,2,4,3,5,5,2,3,2,1,15,0.918552616815304,1.89840249853339,0
"24",24,2010-05-07,2010-05-07 12:53:27,1,1,2,"__NA__",3,5,"I know the candidate personally",NA,"__NA__",2,2,1,1,1,1,2,1,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,1,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,1,2,1,1,2,2,2,"__NA__",5,3,3,NA,4,NA,4,5,NA,"Political System","Corruption",4,"__NA__","Mass unemployment",12,"__NA__",3,3,5,2,3,3,3,1,5,5,5,1,7,6,3,1,7,6,1,12,5,5,2,11,6,4,6,7,1,7,"__NA__",7,"__NA__",5,4,1,1,1,1,2,2,1,3,4,3,2,2,2,2,6,1,2,1,2,2,0.902233496693395,0.766015562495121,0
"25",25,2010-05-07,2010-05-07 12:53:39,1,1,2,"__NA__",4,1,"__NA__",NA,"__NA__",3,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,2,2,2,2,2,2,2,2,2,"__NA__",4,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","Economy",4,"__NA__","Employment",4,"__NA__",3,1,2,2,4,4,3,1,4,4,2,5,9,8,7,3,8,8,8,7,12,8,1,11,4,6,2,3,1,2,"__NA__",2,"__NA__",3,2,2,1,1,1,2,2,1,2,3,3,2,4,2,3,2,3,1,2,2,2,0.650907066168006,0.761099190973395,0
"26",26,2010-05-07,2010-05-07 12:53:40,1,2,NA,"__NA__",4,NA,"__NA__",NA,"__NA__",11,2,1,1,1,1,1,1,2,1,"trade union and socialist coalition",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,1,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,2,2,2,2,"__NA__",1,2,1,2,1,2,2,2,2,2,2,"__NA__",NA,4,NA,NA,3,NA,NA,NA,NA,"Economy (General)","economy",3,"__NA__","economy",3,"__NA__",4,2,6,5,4,2,3,1,4,5,4,9,3,7,5,8,4,8,5,6,5,6,11,1,10,4,10,1,1,1,"__NA__",9,"socialist party",1,2,2,1,2,3,1,2,1,3,3,3,3,5,4,3,4,2,3,2,1,8,0.100448863035384,0.270593924205151,NA
"27",27,2010-05-07,2010-05-07 12:54:06,2,2,NA,"__NA__",5,NA,"__NA__",NA,"__NA__",2,2,1,1,1,1,2,1,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","Soical breakdown",12,"__NA__","Soical Breakdown",12,"__NA__",3,3,4,3,4,3,5,3,3,3,3,6,7,6,5,6,6,6,5,6,5,12,6,7,7,6,5,7,6,2,"__NA__",2,"__NA__",2,2,2,1,2,1,1,2,1,3,3,3,3,3,3,3,2,4,1,1,1,2,0.216903994196981,0.523620099246613,NA
"28",28,2010-05-07,2010-05-07 12:54:21,1,1,2,"__NA__",4,1,"__NA__",NA,"__NA__",2,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,1,1,1,1,2,2,2,"__NA__",5,2,3,NA,3,4,2,2,NA,"Economy (General)","economics",4,"__NA__","economy",4,"__NA__",3,2,6,2,2,1,4,1,5,5,4,1,9,6,5,2,9,6,5,3,8,12,1,11,5,4,4,9,9,2,"__NA__",2,"__NA__",1,4,2,1,2,3,2,2,1,2,3,3,3,5,5,5,5,2,3,1,1,6,0.342162242614249,0.38488417982852,0
"29",29,2010-05-07,2010-05-07 12:54:43,2,1,2,"__NA__",2,1,"__NA__",NA,"__NA__",3,2,1,2,1,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","economy",4,"__NA__","economy",4,"__NA__",1,3,4,3,3,3,4,3,4,3,4,3,8,6,6,4,8,8,8,7,5,7,1,10,9,4,4,5,5,2,"__NA__",2,"__NA__",3,2,3,1,2,2,1,2,1,3,1,3,1,3,2,4,2,1,2,1,2,10,0.762526926974022,0.793780544295989,0
"30",30,2010-05-07,2010-05-07 12:55:14,1,1,1,"__NA__",1,1,"__NA__",NA,"__NA__",1,2,1,2,2,1,1,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","economy",3,"__NA__","economy",3,"__NA__",3,3,3,3,3,3,3,3,2,3,5,10,2,4,1,10,1,6,1,1,6,4,11,1,2,1,9,1,1,1,"__NA__",1,"__NA__",3,3,2,1,1,2,1,2,1,3,3,3,3,4,3,3,5,2,2,2,1,8,0.114691058596114,0.122932714282006,0
"31",31,2010-05-07,2010-05-07 12:55:57,1,1,2,"__NA__",1,1,"__NA__",NA,"__NA__",2,2,1,2,1,1,2,2,2,2,"__NA__",2,1,2,2,1,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","The economic situation",4,"__NA__","The economic situation",4,"__NA__",4,2,5,4,3,2,5,1,5,5,5,1,11,6,1,2,11,8,1,4,3,2,1,11,3,1,1,4,1,2,"__NA__",2,"__NA__",1,2,2,1,2,2,2,2,1,2,4,2,4,5,5,5,5,2,1,2,1,10,0.311297687678075,0.372879125619265,0
"32",32,2010-05-07,2010-05-07 12:55:59,2,1,1,"__NA__",1,1,"__NA__",NA,"__NA__",3,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don't know","dk",2,"__NA__","dk",2,"__NA__",1,5,6,5,6,5,6,5,6,6,6,12,12,12,12,12,12,12,12,12,12,12,5,12,11,9,12,12,12,7,"__NA__",9,"dk",5,3,3,1,2,2,2,2,1,1,1,1,1,2,5,2,1,1,1,1,2,3,2.24882202085641,3.48119982533664,0
"33",33,2010-05-07,2010-05-07 12:56:01,2,1,2,"__NA__",1,1,"__NA__",NA,"__NA__",2,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,2,1,2,2,2,2,2,2,2,2,"__NA__",NA,2,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","tax",2,"__NA__","economy",2,"__NA__",6,5,5,3,2,1,5,3,5,5,5,2,4,2,2,1,6,3,12,12,12,12,1,9,3,1,1,8,8,2,"__NA__",7,"__NA__",1,2,2,1,2,2,2,2,1,3,4,3,4,5,5,5,5,2,2,1,1,2,0.362851891314091,0.375287763463034,0
"34",34,2010-05-07,2010-05-07 12:56:07,2,1,1,"__NA__",1,1,"__NA__",NA,"__NA__",3,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,2,2,1,1,2,2,1,1,2,2,"?",NA,NA,2,NA,3,NA,NA,5,6,"Economy (General)","economy",3,"__NA__","unemployment",3,"__NA__",1,2,2,2,2,2,2,2,2,1,2,10,4,8,5,9,5,8,4,11,6,6,11,5,7,4,4,1,1,1,"__NA__",3,"__NA__",4,1,1,1,1,3,1,2,1,3,1,2,2,1,1,1,5,1,3,2,1,16,1.03801463724679,0.574009205743966,0
"35",35,2010-05-07,2010-05-07 12:56:13,2,1,3,"__NA__",1,5,"local mp standing",NA,"__NA__",11,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","economy",5,"__NA__","economy",5,"__NA__",2,3,6,5,2,3,3,3,2,2,3,6,12,10,6,12,12,9,12,12,6,8,1,6,11,5,5,1,1,3,"__NA__",3,"__NA__",3,2,2,1,2,2,2,2,1,3,3,3,3,2,3,3,5,2,3,1,2,16,0.831056429676529,0.762357642566703,0
"36",36,2010-05-07,2010-05-07 12:56:30,1,2,NA,"__NA__",3,NA,"__NA__",NA,"__NA__",9,2,2,1,1,1,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","The Economy",3,"__NA__","Employment",3,"__NA__",6,5,2,2,4,4,2,1,1,2,2,9,2,4,7,8,2,6,7,11,1,12,11,3,3,6,6,1,1,1,"__NA__",4,"__NA__",4,2,1,1,1,1,1,2,1,3,1,2,2,2,2,2,3,1,1,1,1,10,0.282220154030775,0.403825663902,NA
"37",37,2010-05-07,2010-05-07 12:57:06,2,1,3,"__NA__",5,5,"i new i just couldnt vote for labour any more and i would never vote cons so my only other option was lib dem",NA,"__NA__",1,3,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,2,2,2,2,2,2,2,2,2,1,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","jobs",12,"__NA__","jobs",12,"__NA__",4,1,4,1,4,1,4,1,4,4,4,6,2,6,4,8,3,6,12,12,12,12,6,1,11,6,2,12,2,3,"__NA__",1,"__NA__",6,2,2,1,2,2,2,2,1,3,3,3,3,4,3,3,1,2,2,2,1,3,0.839315843459249,1.01485106498289,0
"38",38,2010-05-07,2010-05-07 12:57:09,2,1,7,"__NA__",4,3,"__NA__",2,"__NA__",11,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Immigration / Asyl","immigration",4,"__NA__","health service",4,"__NA__",5,3,6,5,4,3,4,3,5,5,5,1,7,4,2,1,8,4,2,12,12,12,1,11,4,1,1,11,11,7,"__NA__",2,"__NA__",3,3,2,1,2,5,2,2,1,2,3,2,3,3,4,4,5,3,3,2,2,2,0.961659616119599,1.01043853730914,0
"39",39,2010-05-07,2010-05-07 12:57:29,3,2,NA,"__NA__",4,NA,"__NA__",NA,"__NA__",3,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,2,2,2,2,2,2,2,"__NA__",3,3,2,NA,NA,NA,NA,NA,NA,"Immigration / Asyl","imigration",12,"__NA__","none",12,"__NA__",2,2,2,2,2,2,3,3,3,2,3,8,4,8,3,5,5,10,6,6,6,6,2,5,5,2,2,2,1,1,"__NA__",3,"__NA__",4,2,1,1,1,1,2,2,1,3,1,4,1,2,1,3,3,1,2,2,1,5,0.706630116646017,0.964004840035614,NA
"40",40,2010-05-07,2010-05-07 12:57:43,1,1,1,"__NA__",4,5,"I actually made a mistake, wanted to do lib dem but got wrong box as wasnt feeling well.",NA,"__NA__",9,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crime / Anti-socia","crime",12,"__NA__","health",12,"__NA__",4,5,3,3,2,4,2,5,4,4,6,4,6,8,3,2,3,7,6,12,12,12,2,3,9,1,5,8,1,3,"__NA__",3,"__NA__",4,2,4,1,1,1,1,1,1,3,2,3,2,2,6,6,2,1,2,2,2,16,0.479296885809798,0.788362650979888,0
"41",41,2010-05-07,2010-05-07 12:58:06,1,1,1,"__NA__",1,2,"__NA__",NA,"__NA__",1,2,2,2,2,1,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,2,1,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","economy",3,"__NA__","economy",5,"__NA__",3,3,3,3,3,3,3,3,2,2,2,9,4,9,7,9,3,8,6,6,12,12,9,1,9,5,4,4,1,3,"__NA__",1,"__NA__",4,2,1,1,1,1,1,2,1,1,1,1,1,2,3,3,3,1,2,2,2,14,2.40445144249838,2.22495967277541,0
"42",42,2010-05-07,2010-05-07 12:58:27,1,1,3,"__NA__",4,1,"__NA__",NA,"__NA__",11,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,2,1,2,2,2,2,2,2,2,2,"__NA__",NA,4,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","Economy",5,"__NA__","Jobs",7,"__NA__",3,4,6,5,4,1,6,5,4,3,2,4,1,9,8,6,1,5,8,12,12,12,3,1,9,11,2,1,1,4,"__NA__",4,"__NA__",5,2,1,1,1,3,3,4,1,4,1,4,2,1,2,2,6,1,2,1,2,9,0.429533144954235,0.228237990950676,0
"43",43,2010-05-07,2010-05-07 12:59:02,1,1,2,"__NA__",1,1,"__NA__",NA,"__NA__",2,2,1,1,1,1,2,2,1,2,"__NA__",1,1,2,2,1,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,2,1,2,2,2,2,2,2,"__NA__",4,1,NA,NA,2,NA,NA,NA,NA,"Other","Morality",4,"__NA__","Devolution",12,"__NA__",2,2,4,3,3,1,3,1,4,3,3,4,11,5,8,2,10,4,6,5,8,7,2,10,1,6,2,2,1,2,"__NA__",2,"__NA__",3,2,2,1,1,2,2,2,1,2,2,3,2,4,3,3,5,2,3,1,1,6,0.342162242614249,0.38488417982852,0
"44",44,2010-05-07,2010-05-07 12:59:03,1,1,2,"__NA__",1,1,"__NA__",NA,"__NA__",2,2,1,2,1,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,1,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,2,2,2,2,2,2,2,2,1,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","ECONOMY",4,"__NA__","IMMIGRATION",4,"__NA__",3,2,4,2,4,1,2,2,5,3,3,3,9,6,1,4,9,6,6,6,6,12,1,11,8,1,7,7,1,3,"__NA__",2,"__NA__",3,2,2,1,1,2,2,2,1,2,2,4,4,4,2,4,5,2,2,2,1,2,0.573710959400393,0.604773945266179,0
"45",45,2010-05-07,2010-05-07 12:59:04,1,1,3,"__NA__",4,2,"__NA__",NA,"__NA__",3,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,1,1,1,2,2,2,2,"__NA__",3,3,1,NA,3,2,5,NA,NA,"Political System","Not having a single party power",5,"__NA__","NHS",5,"__NA__",5,2,3,2,3,4,2,3,3,4,2,5,4,9,6,5,3,9,5,6,4,8,6,4,11,6,6,1,1,3,"__NA__",4,"__NA__",3,2,1,1,1,3,3,2,1,3,2,3,2,2,2,4,3,4,3,1,1,3,0.922532362516851,1.0475247686374,0
"46",46,2010-05-07,2010-05-07 12:59:22,1,1,1,"__NA__",4,5,"Bacause i dont think gordon brown has had a fair chance of running the country and thought he deserved a prper run at it",NA,"__NA__",9,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,2,1,1,2,2,2,2,2,2,2,"__NA__",NA,5,6,NA,NA,NA,NA,NA,NA,"Economy (General)","economy",2,"__NA__","economy",2,"__NA__",3,5,3,5,4,3,3,5,3,3,4,7,1,6,4,7,1,6,3,12,6,12,11,1,7,6,6,6,6,1,"__NA__",7,"__NA__",3,3,1,1,2,1,2,2,1,4,4,4,4,2,4,4,1,4,1,2,1,2,0.142812064688649,0.252191460146116,0
